Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info
"thunder bay,Michigan",03/17/2015,22.2,33.7,28.1,8.3,43.37,,31.3,47.3,316.33,8.2,0,4.17,,9.9,0,1023.2,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","",""
"thunder bay,Michigan",03/18/2015,11.7,34.2,24.3,6.1,46.87,,11.1,23,285.75,0.2,0,0,,9.9,0,1024.7,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","",""
"thunder bay,Michigan",03/19/2015,14.6,40.1,27.8,20.3,74.07,,14.5,27.5,227.96,13.4,0,0,,9.9,3,1019.9,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","",""
"thunder bay,Michigan",03/20/2015,28.4,41.1,36,26.2,68.26,,16.2,24.2,254.71,22,0,0,,9.9,5.1,1011.3,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","",""
"thunder bay,Michigan",03/21/2015,8.9,27.7,18,1.1,47.37,,19.6,27.5,274.79,-7.1,0,0,,9.9,0,1023.2,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","",""
"thunder bay,Michigan",03/22/2015,6.6,29.7,18.4,5.6,59.16,,11.1,20.8,261.42,-5.9,0,0,,9.3,0,1028.6,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","",""
"thunder bay,Michigan",03/23/2015,10.7,30.3,21.5,13.2,71.06,,11.1,,173.33,3.1,0,12.5,,9.9,1.1,1028.2,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","",""
"thunder bay,Michigan",03/24/2015,12,37.6,25.4,19,77.8,,12.2,20.8,156.17,4.6,0,4.17,,9.9,1.1,1022.3,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","",""
"thunder bay,Michigan",03/25/2015,28,33.8,30.7,26.8,85.53,,11.6,19.5,166.29,20.7,0.1,33.33,,7.8,5.1,1007.5,"Light Snow, Light Rain",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","",""
"thunder bay,Michigan",03/26/2015,15.4,32.3,21.7,11,64.79,,23.3,35.6,256.46,-1.1,0.1,12.5,,8,2.7,1017.3,"Light Snow",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","",""
