latitude,longitude,date_local,aqi,local_site_name,site_address,state,county,city
36.508611,-116.847778,2019-01-15,32.0,Death Valley NP - Park Village,"DEATH VALLEY NM, DEATH VALLEY, CA",California,Inyo,Not in a city
36.508611,-116.847778,2019-01-15,32.0,Death Valley NP - Park Village,"DEATH VALLEY NM, DEATH VALLEY, CA",California,Inyo,Not in a city
35.051454,-119.40262,2019-01-15,39.0,Maricopa,"755 Stanislaus St., Maricopa CA 93352",California,Kern,Maricopa
34.01029,-118.0685,2019-01-15,29.0,Pico Rivera #2,"4144 SAN GABRIEL RIVER PKWY, PICO RIVERA",California,Los Angeles,Pico Rivera
35.35472,-120.04019,2019-01-15,32.0,Carrizo Plains,9640 CARRIZO HIGHWAY,California,San Luis Obispo,Not in a city
32.845709,-117.123964,2019-01-15,33.0,Kearny Villa Rd.,"6125A KEARNY VILLA RD., SAN DIEGO",California,San Diego,San Diego
33.95507,-118.43049,2019-01-15,26.0,LAX Hastings,7201 W. WESTCHESTER PARKWAY,California,Los Angeles,Los Angeles
33.362593,-117.09023,2019-01-15,29.0,Pala Airpad,"10848 HWY 76, PALA, CA 92059",California,San Diego,Pala
36.233274,-119.766212,2019-01-15,25.0,Santa Rosa Rancheria,17225 Jersey Ave.,California,Kings,Not in a city
34.427775,-119.691218,2019-01-15,32.0,Santa Barbara,700 E. CANON PERDIDO,California,Santa Barbara,Santa Barbara
32.57816,-116.92135,2019-01-15,33.0,Donovan,"480 ALTA RD, OTAY MESA, CA",California,San Diego,Otay Mesa
35.25651,-120.6693,2019-01-15,36.0,San Luis Obispo,"3220 SOUTH HIGUERA STREET, SAN LUIS OBISPO",California,San Luis Obispo,San Luis Obispo
33.901389,-118.205,2019-01-15,23.0,Compton,700 North Bullis Road,California,Los Angeles,Compton
33.99636,-117.4924,2019-01-15,28.0,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma
36.841592,-119.874739,2019-01-15,27.0,Fresno-Sky Park,"SIERRA SKYPARK#2-BLYTHE & CHNNLT, FRESNO",California,Fresno,Fresno
35.345607,-118.851825,2019-01-15,35.0,Edison,"JOHNSON FARM, EDISON, CA. 93320",California,Kern,Not in a city
33.944713,-116.830074,2019-01-15,40.0,Morongo Air Monitoring Station,"12160 Santiago Rd. Banning, CA 92220",California,Riverside,Banning
34.4251,-117.5898,2019-01-15,38.0,Phelan-Beekley Road & Phelan Road,"BEEKLEY & PHELAN RDS, PHELAN",California,San Bernardino,Not in a city
34.10002,-117.49201,2019-01-15,29.0,Fontana,"14360 ARROW BLVD., FONTANA",California,San Bernardino,Fontana
33.83062,-117.93845,2019-01-15,31.0,Anaheim,1630 W. PAMPAS LANE,California,Orange,Anaheim
33.217055,-117.396177,2019-01-15,35.0,Camp Pendleton,21441-W B STREET,California,San Diego,Camp Pendleton South
34.48974,-120.04692,2019-01-15,40.0,Los Flores Canyon #1,LFC #1-LAS FLORES CANYON,California,Santa Barbara,Capitan
36.999571,-121.574684,2019-01-15,32.0,Gilroy,9TH & PRINCEVILLE,California,Santa Clara,Gilroy
36.209286,-121.126371,2019-01-15,34.0,King City 2,415 Pearl Street,California,Monterey,King City
36.031831,-119.055018,2019-01-15,24.0,Porterville,"1839 South Newcomb Street Porterville, CA 93257",California,Tulare,Porterville
36.634225,-120.382331,2019-01-15,26.0,Tranquillity,32650 West Adams Avenue Tranquillity CA 93668,California,Fresno,Not in a city
35.23918,-118.78863,2019-01-15,34.0,Arvin-Di Giorgio,"19405 BUENA VISTA BLVD, ARVIN, CA., 93203",California,Kern,Arvin
36.78538,-119.77321,2019-01-15,24.0,Fresno - Garland,"3727 N FIRST ST, FRESNO",California,Fresno,Fresno
35.331612,-118.999961,2019-01-15,26.0,Bakersfield-Muni,2000 South Union Ave. Bakersfield CA  93307,California,Kern,Bakersfield
33.583018,-117.072202,2019-01-15,43.0,Temecula,"33700 Borel Road, Winchester, CA 92596",California,Riverside,Not in a city
33.8025,-118.22,2019-01-15,27.0,Long Beach (Hudson),"2425 Webster St., Long Beach, CA",California,Los Angeles,Long Beach
33.92086,-116.85841,2019-01-15,35.0,Banning Airport,"200 S. HATHAWAY ST., BANNING CA",California,Riverside,Banning
32.789565,-116.944308,2019-01-15,37.0,El Cajon - Lexington Elementary School,533 First Street,California,San Diego,El Cajon
35.49453,-120.66617,2019-01-15,36.0,Atascadero,"5599 Traffic Way, Atascadero CA",California,San Luis Obispo,Atascadero
36.985119,-119.658339,2019-01-15,35.0,Table Mountain Air Monitoring Site,Milerton Road and Winchell Cove Road,California,Fresno,Not in a city
35.856111,-78.574167,2019-01-15,22.0,Millbrook School,3801 SPRING FOREST RD.,North Carolina,Wake,Raleigh
35.2401,-80.785683,2019-01-15,22.0,Garinger High School,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte
34.805261,-83.2377,2019-01-15,31.0,LONG CREEK,ROUND MOUNTAIN TOWER ROAD [Long Creek],South Carolina,Oconee,Not in a city
34.093959,-80.962304,2019-01-15,15.0,PARKLANE,8311 PARKLANE ROAD [Parklane],South Carolina,Richland,Dentsville (Dents)
33.81468,-80.781135,2019-01-15,15.0,CONGAREE BLUFF,1850 SOUTH CEDAR CREEK ROAD [Congaree Bluff],South Carolina,Richland,Not in a city
34.131262,-80.868318,2019-01-15,17.0,SANDHILL EXPERIMENTAL STATION,900 CLEMSON ROAD [Sandhill],South Carolina,Richland,Not in a city
35.696758,-83.609612,2019-01-15,40.0,Great Smoky Mountains NP - Cove Mountain,GREAT SMOKY MOUNTAIN NP COVE MOUNTAIN,Tennessee,Sevier,Not in a city
32.941023,-79.657187,2019-01-15,18.0,CAPE ROMAIN,390 BULLS ISLAND ROAD (AWENDAW) [Cape Romain],South Carolina,Charleston,Not in a city
33.739963,-81.853635,2019-01-15,16.0,TRENTON,660 WOODYARD ROAD [Trenton],South Carolina,Edgefield,Not in a city
35.551868,-80.395039,2019-01-15,25.0,Rockwell,301 WEST ST & GOLD HILL AVENUE,North Carolina,Rowan,Rockwell
34.751848,-82.256701,2019-01-15,26.0,Hillcrest Middle School,510 Garrison Road [Hillcrest],South Carolina,Greenville,Simpsonville
35.2632,-79.8365,2019-01-15,23.0,Candor,"136 Perry Dr, Candor, NC 27229",North Carolina,Montgomery,Not in a city
35.0608,-83.4306,2019-01-15,31.0,Coweeta,"USDA Southern Research Station, Coweeta Hydrologic Laboratory, Otto, NC 28763",North Carolina,Macon,Not in a city
36.1058,-82.0454,2019-01-15,38.0,Cranberry,"Pisgah National Forest, Newland, NC 28657",North Carolina,Avery,Not in a city
34.977,-81.207,2019-01-15,27.0,YORK (LANDFILL),310 LANGRUM RD (York Landfill),South Carolina,York,Not in a city
40.55013,-122.38092,2019-01-15,23.0,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding
40.53999,-121.57646,2019-01-15,36.0,Lassen Volcanic NP - Manzanita Lake Fire Station,"MANZANITA LAKE RS, LASSEN VOLCANIC NP",California,Shasta,Not in a city
41.726892,-122.633579,2019-01-15,29.0,Yreka,"530 FOOTHILL DR., YREKA",California,Siskiyou,Yreka
45.496641,-122.602877,2019-01-15,19.0,Portland - SE Lafayette,SE LAFAYETTE/5824 SE LAFAYETTE,Oregon,Multnomah,Portland
40.689253,-122.402194,2019-01-15,22.0,Shasta Lake - Lake Blvd,"13791 Lake Blvd, Shasta Lake, CA",California,Shasta,Shasta Lake
40.77678,-124.17949,2019-01-15,25.0,Jacobs,717 SOUTH AVENUE,California,Humboldt,Eureka
45.393497,-122.747894,2019-01-15,16.0,Tualatin Bradbury Court (TBC) - Near Road Site,"6745 Bradbury Court, Tualatin, OR  (NO2 roadway site)",Oregon,Washington,Tualatin
40.17093,-122.25556,2019-01-15,30.0,Red Bluff-Walnut St. District Office,"1834 Walnut Street, Red Bluff, CA 96080",California,Tehama,Red Bluff
42.22862,-83.2082,2019-01-15,24.0,Allen Park,14700 GODDARD,Michigan,Wayne,Allen Park
40.46542,-79.960757,2019-01-15,28.0,Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh
40.309722,-78.915,2019-01-15,31.0,,MILLER AUTO SHOP 1 MESSENGER ST,Pennsylvania,Cambria,Johnstown
42.99328,-78.77153,2019-01-15,30.0,AMHERST,"AUDUBON GOLF COURSE, 450 MAPLE ROAD",New York,Erie,Amherst
42.14175,-80.038611,2019-01-15,25.0,,10TH AND MARNE STREETS,Pennsylvania,Erie,Erie
39.12886,-84.50404,2019-01-15,21.0,Taft NCore,250 WM. HOWARD TAFT,Ohio,Hamilton,Cincinnati
42.49963,-79.31881,2019-01-15,30.0,DUNKIRK,"STP,  Wright Park Drive,  DUNKIRK",New York,Chautauqua,Dunkirk
40.814183,-79.56475,2019-01-15,32.0,LAT/LON IS CENTER OF TRAILER,GLADE DR. & NOLTE RD. KITTANNING,Pennsylvania,Armstrong,Kittanning
40.56252,-80.503948,2019-01-15,37.0,,ROUTE 168 & TOMLINSON ROAD,Pennsylvania,Beaver,Not in a city
40.684722,-80.359722,2019-01-15,38.0,DRIVEWAY TO BAKEY RESIDENCE,1015 SEBRING ROAD,Pennsylvania,Beaver,Not in a city
41.492117,-81.678449,2019-01-15,27.0,GT Craig NCore,E. 14TH & ORANGE,Ohio,Cuyahoga,Cleveland
41.215014,-80.484779,2019-01-15,31.0,,PA518 (NEW CASTLE ROAD) & PA418,Pennsylvania,Mercer,Farrell
40.995848,-80.346442,2019-01-15,29.0,,CROTON ST & JEFFERSON ST.,Pennsylvania,Lawrence,New Castle
40.146667,-79.902222,2019-01-15,32.0,,CHARLER01 WASTE TREATMENT PLANT,Pennsylvania,Washington,Charleroi
40.445278,-80.420833,2019-01-15,27.0,,HILLMAN STATE PARK - KINGS CREEK ROAD,Pennsylvania,Washington,Not in a city
40.617488,-79.727664,2019-01-15,33.0,Harrison,"1500 Pacific Ave, Natrona Heights, PA 15065 (Harrison)",Pennsylvania,Allegheny,Harrison Township
40.747796,-80.316442,2019-01-15,32.0,,EIGHT STREET AND RIVER ALLEY,Pennsylvania,Beaver,Beaver Falls
39.80933,-80.26567,2019-01-15,31.0,75 KM SSW OF PITTSBURGH RURAL SITE ON A KNOLL WITHIN A LARGE CLEARIN,4.8 KM SE OF HOLBROOK,Pennsylvania,Greene,Not in a city
40.56333,-78.919972,2019-01-15,33.0,,PA. DEPT. OF TRANSPORTATION - RT.403 - Strongstown,Pennsylvania,Indiana,Not in a city
38.8795,-80.8477,2019-01-15,32.0,Cedar Creek,"Cedar Creek State Park, Cedarville, WV 26611",West Virginia,Gilmer,Not in a city
39.9878,-79.2515,2019-01-15,33.0,Laurel Hill,"Laurel Hill State Park, Rockwood, PA 15557",Pennsylvania,Somerset,Not in a city
39.6359,-83.2605,2019-01-15,29.0,Deer Creek,"Deer Creek State Park, Mt Sterling, OH 43143",Ohio,Fayette,Not in a city
39.9428,-81.3373,2019-01-15,31.0,Quaker City,"58163 St. Johns Rd, Quaker City, OH 43773",Ohio,Noble,Not in a city
43.6138,-83.3591,2019-01-15,19.0,Unionville,"1821 E. Dickerson Rd, Unionville, MI 48767",Michigan,Tuscola,Not in a city
42.416636,-83.902185,2019-01-15,26.0,Ann Arbor,"10070 Strawberry Lake Rd, Dexter, MI 48130",Michigan,Washtenaw,Not in a city
39.0905,-79.6617,2019-01-15,33.0,Parsons,"USDA Northern Research Station, Monongahela National Forest, Parsons, WV 26287",West Virginia,Tucker,Not in a city
41.4271,-80.1451,2019-01-15,32.0,M.K. Goddard,"Maurice K Goddard State Park, Sandy Lake, PA 16145",Pennsylvania,Mercer,Not in a city
41.598119,-78.767867,2019-01-15,35.0,Kane Exp. Forest,"Kane Experimental Forest, Allegheny National Forest, Wilcox, PA 15870",Pennsylvania,Elk,Not in a city
38.346258,-81.621161,2019-01-15,30.0,,CHARLESTON - 1436 DIXIE STREET,West Virginia,Kanawha,Charleston
40.304694,-79.505667,2019-01-15,30.0,LAT/LON POINT IS TRAILER,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg
40.375644,-80.169943,2019-01-15,34.0,South Fayette,"3640 Old Oakdale Rd, McDonald, PA 15057 (South Fayette)",Pennsylvania,Allegheny,McDonald
42.761387,-84.562779,2019-01-15,23.0,,815 FILLEY,Michigan,Ingham,Lansing
39.917663,-79.805499,2019-01-15,32.0,,New Salem Rd,Pennsylvania,Fayette,Uniontown
33.70853,-116.21537,2019-01-15,29.0,Indio,"46-990 JACKSON ST., INDIO",California,Riverside,Indio
37.360684,-118.330783,2019-01-15,31.0,White Mountain Research Center - Owens Valley Lab,"WMRC/NCORE, 3000 E. LINE ST., BISHOP, CA. 93514",California,Inyo,Not in a city
34.06957,-116.38893,2019-01-15,41.0,Joshua Tree NP - Black Rock,JOSHUA TREE NATIONAL MONUMENT,California,San Bernardino,Not in a city
37.71325,-119.7062,2019-01-15,37.0,Yosemite NP - Turtleback Dome,"TURTLEBACK DOME, YOSEMITE NATL' PK 95389",California,Mariposa,Not in a city
37.362137,-118.417478,2019-01-15,22.0,Bishop Tribe EMO,50 TU SU LANE,California,Inyo,Bishop
39.472471,-118.783624,2019-01-15,36.0,Fallon,280 SOUTH RUSSELL STREET,Nevada,Churchill,Fallon
36.106389,-115.253333,2019-01-15,19.0,Paul Meyer,4525 NEW FOREST DRIVE,Nevada,Clark,Spring Valley
36.173415,-115.332728,2019-01-15,16.0,Palo Verde,333 PAVILION CENTER DRIVE,Nevada,Clark,Las Vegas
35.785665,-115.357087,2019-01-15,27.0,Jean,"1965 State Hwy 161, Jean, NV",Nevada,Clark,Jean
39.469219,-119.775354,2019-01-15,19.0,South Reno,"4110 DE LUCCI LANE, RENO NV 89502",Nevada,Washoe,Reno
39.250409,-119.956738,2019-01-15,40.0,Incline,"855 ALDER DRIVE, INCLINE VILLAGE, NV 89451",Nevada,Washoe,Incline Village-Crystal Bay
36.16976,-115.263038,2019-01-15,15.0,Walter Johnson,7701 DUCHARME AVE,Nevada,Clark,Las Vegas
36.270592,-115.238282,2019-01-15,20.0,Joe Neal,6651 W. AZURE AVE,Nevada,Clark,Las Vegas
33.590833,-116.088333,2019-01-15,19.0,Cabazon Resource Recovery Park Station,90-333 Avenue 63,California,Riverside,Not in a city
33.85275,-116.54101,2019-01-15,24.0,Palm Springs,"FS-590 RACQUET CLUB AVE, PALM SPRINGS",California,Riverside,Palm Springs
33.61235,-114.60209,2019-01-15,20.0,Blythe-445 W Murphy Street,"495 W MURPHY STREET, BLYTHE",California,Riverside,Blythe
39.399837,-119.739606,2019-01-15,25.0,Toll,"684A STATE ROUTE 341, RENO NV 89521",Nevada,Washoe,Reno
39.1447,-119.7661,2019-01-15,27.0,Carson City Armory,2601 SOUTH CARSON ST (OLD NATIONAL GUARD ARMORY),Nevada,Carson City,Carson City
33.747236,-115.820124,2019-01-15,31.0,Joshua Tree NP - Cottonwood Visitor Center,"Joshua Tree National Park, California",California,Riverside,Joshua Tree National Monument
63.7232,-148.9676,2019-01-15,39.0,Denali NP & PRES - Headquarters,DENALI NATIONAL PARK,Alaska,Denali ,Not in a city
28.596389,-81.3625,2019-01-15,28.0,WINTER PARK,"213 S. Denning Ave, Winter Park, FL 32789",Florida,Orange,Winter Park
28.523889,-81.723333,2019-01-15,24.0,Clermont,1901 JOHNS LAKE RD,Florida,Lake,Clermont
40.05278,-88.37251,2019-01-15,29.0,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,Not in a city
39.210857,-87.668297,2019-01-15,26.0,416 S. State St. Hwy 1- West Union,416 S. STATE ST. HWY 1/ WEST UNION,Illinois,Clark,Not in a city
38.113889,-87.536667,2019-01-15,25.0,Inglefield/ Scott School,14940 OLD STATE ROAD/ SCOTT ELEMENTARY,Indiana,Vanderburgh,Not in a city
39.485987,-87.401312,2019-01-15,25.0,TERRE HAUTE CAAP/ McLean High School,Terre Haute- Lafayette Ave.   961 N. LAFAYETTE AVE.,Indiana,Vigo,Terre Haute
39.558525,-87.312883,2019-01-15,29.0,Sandcut/  SITE LOCATED BY HOME BEHIND SHED.,7597 N. STEVENSON RD/ SANDCUT,Indiana,Vigo,Not in a city
41.530011,-90.587611,2019-01-15,20.0,"DAVENPORT, JEFFERSON SCH.",10TH ST. & VINE ST. DAVENPORT,Iowa,Scott,Davenport
41.530011,-90.587611,2019-01-15,20.0,"DAVENPORT, JEFFERSON SCH.",10TH ST. & VINE ST. DAVENPORT,Iowa,Scott,Davenport
38.051667,-87.278056,2019-01-15,24.0,Boonville-  Boonville HS,300 N. 1ST ST./ BOONVILLE HIGH SCHOOL,Indiana,Warrick,Boonville
38.00641,-87.718354,2019-01-15,25.0,ST. PHILLIPS- St. Phillips road CAAP trailer,"2027 S. ST. PHILLIPS RD., Evansville",Indiana,Posey,Not in a city
39.474976,-91.788991,2019-01-15,22.0,MTSP,"MARK TWAIN STATE PARK: 20057 State Park Office Road, Stoutville, MO 65283",Missouri,Monroe,Not in a city
39.474976,-91.788991,2019-01-15,23.0,MTSP,"MARK TWAIN STATE PARK: 20057 State Park Office Road, Stoutville, MO 65283",Missouri,Monroe,Not in a city
38.656429,-90.198348,2019-01-15,20.0,Blair Street,"BLAIR STREET: 3247 Blair Street, St. Louis, MO 63107",Missouri,St. Louis City,St. Louis
38.656429,-90.198348,2019-01-15,20.0,Blair Street,"BLAIR STREET: 3247 Blair Street, St. Louis, MO 63107",Missouri,St. Louis City,St. Louis
37.954444,-87.321667,2019-01-15,26.0,Dayville,"DAYVILLE- 3488 EBLE RD, Newburgh",Indiana,Warrick,Not in a city
38.013333,-87.577222,2019-01-15,24.0,Evansville- Buena Vista,Evansville-Buena Vista-1110 W. Buena Vista Rd.,Indiana,Vanderburgh,Evansville
38.869001,-89.622816,2019-01-15,24.0,Alhambra,"5403 State Road 160, Highland, IL 62249",Illinois,Madison,Not in a city
38.7408,-87.4853,2019-01-15,27.0,Vincennes,"Southwest Purdue Agricultural Center, Vincennes, IN 47591",Indiana,Knox,Not in a city
36.7841,-87.8499,2019-01-15,29.0,Cadiz,"5720 Old Dover Rd, Cadiz, KY 42211",Kentucky,Trigg,Not in a city
46.842181,-114.021499,2019-01-15,17.0,MSLA Boyd Park,"BOYD PARK, 3100 WASHBURN Rd.",Montana,Missoula,Missoula
48.5103,-113.99681,2019-01-15,22.0,Glacier NP - West Glacier Horse Stables,GLACIER NATIONAL PARK,Montana,Flathead,Not in a city
46.8505,-111.987164,2019-01-15,25.0,NCORE - Sieben Flats,"I-15 Exit 209, then Sperry Dr.",Montana,Lewis and Clark,Not in a city
46.2756,-116.0216,2019-01-15,28.0,Nez Perce Tribe,"Woodland Rd, Kamiah, ID 83536",Idaho,Idaho,Not in a city
33.61092,-111.72534,2019-01-15,20.0,FOUNTAIN HILLS,"16426 E PALISADES BLVD,FOUNTAIN HILLS,AZ",Arizona,Maricopa,Fountain Hills
33.293465,-111.285594,2019-01-15,28.0,QUEEN VALLEY,10 S QUEEN ANN  QUEEN VALLEY,Arizona,Pinal,Queen Valley
33.48378,-112.14256,2019-01-15,12.0,WEST PHOENIX,3847 W EARLL DR-WEST PHOENIX STATION,Arizona,Maricopa,Phoenix
33.41018,-111.86536,2019-01-15,21.0,MESA,"310 S BROOKS, MESA",Arizona,Maricopa,Mesa
33.56031,-112.06619,2019-01-15,19.0,NORTH PHOENIX,"601 E BUTLER DR & N 6TH ST,PHOENIX",Arizona,Maricopa,Phoenix
33.45244,-111.73327,2019-01-15,21.0,FALCON FIELD,4530 E MCKELLIPS RD-FALCON FIELD STATION,Arizona,Maricopa,Mesa
33.57453,-112.19193,2019-01-15,12.0,GLENDALE,"6000 W OLIVE AVE,GLENDALE",Arizona,Maricopa,Glendale
33.70639,-111.85575,2019-01-15,27.0,PINNACLE PEAK,24301 N ALMA SCHOOL RD,Arizona,Maricopa,Scottsdale
33.45797,-112.04659,2019-01-15,12.0,CENTRAL PHOENIX,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix
33.47968,-111.91721,2019-01-15,17.0,SOUTH SCOTTSDALE,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale
33.40314,-112.07526,2019-01-15,18.0,SOUTH PHOENIX,"33 W TAMARISK AVE, PHOENIX",Arizona,Maricopa,Phoenix
33.29896,-111.88426,2019-01-15,19.0,WEST CHANDLER,"275 S ELLIS, CHANDLER",Arizona,Maricopa,Chandler
33.41123,-111.93471,2019-01-15,16.0,TEMPE,"1525 S COLLEGE AVE, TEMPE",Arizona,Maricopa,Tempe
33.9828,-111.79871,2019-01-15,28.0,HUMBOLDT MOUNTAIN,SEVEN SPRINGS RD-FAA RADAR STN-TONTO NF,Arizona,Maricopa,Not in a city
33.54558,-111.60972,2019-01-15,24.0,BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA,USERY PASS RD/BUSH HWY,Arizona,Maricopa,Blue Point (District)
33.6547,-111.1074,2019-01-15,29.0,TONTO NM,SOUTH OF SR88,Arizona,Gila,Tonto National Monument
33.508125,-111.83852,2019-01-15,19.0,High School Air Monitoring Station,"4827 NORTH COUNTRY CLUB DRIVE, SCOTTSDALE, AZ 85256",Arizona,Maricopa,Scottsdale
33.488131,-111.855443,2019-01-15,19.0,Senior Center Air Monitoring Station,10844 EAST OSBORN ROAD SCOTTSDALE AZ 85256,Arizona,Maricopa,Scottsdale
33.507992,-111.755334,2019-01-15,20.0,Red Mountain Air Monitoring Station,"15115 BEELINE HIGHWAY, SCOTTSDALE, AZ 86256",Arizona,Maricopa,Scottsdale
33.474609,-111.805769,2019-01-15,19.0,Lehi Air Monitoring Station,"3250 NORTH STAPLEY DRIVE, MESA, AZ 85203",Arizona,Maricopa,Mesa
33.36985,-112.62068,2019-01-15,12.0,BUCKEYE,26453 W. MC85,Arizona,Maricopa,Buckeye
33.503833,-112.095767,2019-01-15,13.0,JLG SUPERSITE,4530 N 17TH AVENUE,Arizona,Maricopa,Phoenix
34.2439,-113.5586,2019-01-15,27.0,ALAMO LAKE,ALAMO LAKE STATE PARK,Arizona,La Paz,Wenden
33.82169,-112.01726,2019-01-15,24.0,CAVE CREEK,37019 N. LAVA LANE. CAVE CREEK AZ,Arizona,Maricopa,Cave Creek
33.63718,-112.34185,2019-01-15,16.0,DYSART,16825 N. DYSART,Arizona,Maricopa,Surprise
33.4214,-111.5436,2019-01-15,20.0,A J MAINTENANCE YARD,"305 E. SUPERSTITION BLVD, APACHE JUNCTION",Arizona,Pinal,Apache Junction
43.460556,-113.562222,2019-01-15,41.0,Craters of the Moon NM & PRES - Visitor Center,"CRATERS OF THE MOON NATIONAL MON, IDAHO",Idaho,Butte,Not in a city
42.373499,-109.560498,2019-01-15,48.0,Juel Spring,Juel Spring - 20 miles NW of Farson on the west side of US Highway 191,Wyoming,Sublette,Not in a city
44.56536,-110.40034,2019-01-15,39.0,Yellowstone NP - Water Tank,YELLOWSTONE NATIONAL PARK,Wyoming,Teton,Not in a city
44.28,-108.041111,2019-01-15,25.0,Basin,Basin (WARMS station),Wyoming,Big Horn,Not in a city
41.750556,-109.788333,2019-01-15,38.0,Moxa Arch,Moxa,Wyoming,Sweetwater,Not in a city
42.719,-109.753,2019-01-15,43.0,Boulder,Boulder APPROX 3 MILES WEST OF BOULDER,Wyoming,Sublette,Not in a city
42.7907,-110.0551,2019-01-15,40.0,Daniel South,DANIEL SOUTH ~ 4 MILES SO OF DANIEL WYO OFF OF HWY 189,Wyoming,Sublette,Not in a city
42.869824,-109.87076,2019-01-15,38.0,Pinedale Gaseous,Pinedale Gaseous Monitor on west side of City Park and Pine Creek,Wyoming,Sublette,Not in a city
42.529999,-108.720003,2019-01-15,44.0,South Pass,South Pass WyDot,Wyoming,Fremont,Not in a city
42.9288,-109.788,2019-01-15,44.0,Pinedale,"Skyline Dr, Pinedale, WY 82941",Wyoming,Sublette,Not in a city
43.670833,-110.599472,2019-01-15,34.0,Grand Teton NP - Science School,Grand Teton NP - Science School,Wyoming,Teton,Not in a city
42.486361,-110.098861,2019-01-15,36.0,Big Piney Site #3,Big Piney Site #3,Wyoming,Sublette,Not in a city
41.842649,-111.852199,2019-01-15,26.0,,675 West 220 North,Utah,Cache,Smithfield
44.52612,-109.01673,2019-01-15,25.0,Cody Mobile,"Sheridan Ave., Cody, WY 82414",Wyoming,Park,Cody
43.48256,-110.74526,2019-01-15,31.0,Jackson Mobile,"East Broadway, Jackson, WY 83001",Wyoming,Teton,Jackson
35.299484,-106.548914,2019-01-15,27.0,,"600 Oak Street, Bernalillo, NM",New Mexico,Sandoval,Not in a city
35.1343,-106.5852,2019-01-15,4.0,DEL NORTE HIGH SCHOOL,4700A SAN MATEO NE,New Mexico,Bernalillo,Albuquerque
35.1852,-106.50815,2019-01-15,22.0,Foothills,8901 LOWELL NE,New Mexico,Bernalillo,Albuquerque
39.638522,-104.569335,2019-01-15,46.0,Aurora East,36001 E. Quincy Ave.,Colorado,Arapahoe,Not in a city
35.338407,-106.524292,2019-01-15,20.0,,8FQG+97 Santa Ana Pueblo,New Mexico,Sandoval,Santa Ana Pueblo
38.307913,-85.834313,2019-01-15,25.0,New Albany- Green Valley Elem. Sch.,2230 GREEN VALLEY ROAD/GREEN VALLEY ELEMENTARY SCHOOL,Indiana,Floyd,New Albany
33.6878,-84.2905,2019-01-15,23.0,South DeKalb,"2390-B Wildcat Road, Decatur GA 30034",Georgia,DeKalb,Not in a city
37.13179,-86.142953,2019-01-15,32.0,Mammoth Cave NP - Houchin Meadow,MAMMOTH CAVE NP - ALFRED COOK ROAD,Kentucky,Edmonson,Not in a city
35.63348,-83.941606,2019-01-15,29.0,Great Smoky Mountains NP - Look Rock,GREAT SMOKY MOUNTAINS NP LOOK ROCK,Tennessee,Blount,Not in a city
38.22876,-85.65452,2019-01-15,26.0,CANNONS LANE,"2730 CANNONS LANE, BOWMAN FIELD",Kentucky,Jefferson,Louisville
38.393822,-85.664118,2019-01-15,25.0,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,12500 St. Rd. 62-Charlestown State Park/ Indiana Armory,Indiana,Clark,Not in a city
36.0388,-85.7331,2019-01-15,31.0,Edgar Evans,"Edgar Evans State Park, Smithville, TN 37166",Tennessee,DeKalb,Not in a city
36.46983,-83.826511,2019-01-15,28.0,Speedwell,"718 Russell Hill Rd, Speedwell, TN 37870",Tennessee,Claiborne,Not in a city
37.3297,-80.5578,2019-01-15,30.0,Horton Station,"1856 Horton Ln, Newport, VA 24128",Virginia,Giles,Not in a city
37.7046,-85.0485,2019-01-15,31.0,Mackville,"542 Wesley-Miller Rd, Harrodsburg, KY 40330",Kentucky,Washington,Not in a city
37.7046,-85.0485,2019-01-15,31.0,Mackville,"542 Wesley-Miller Rd, Harrodsburg, KY 40330",Kentucky,Washington,Not in a city
37.9214,-83.0662,2019-01-15,30.0,Crockett,"State Highway 437, West Liberty, KY 41472",Kentucky,Morgan,Not in a city
33.1787,-84.4052,2019-01-15,30.0,Georgia Station,"Georgia Station Georgia Agricultural Experiment Station, Williamson, GA 30292",Georgia,Pike,Not in a city
34.289001,-85.970065,2019-01-15,27.0,Sand Mountain,"Sand Mountain Alabama Agricultural Experiment Station, Crossville, AL 35962",Alabama,DeKalb,Crossville
21.323745,-158.088613,2019-01-15,31.0,Kapolei,2052 LAUWILIWILI ST,Hawaii,Honolulu,Not in a city
21.303382,-157.871171,2019-01-15,33.0,Sand Island,1039 SAND ISLAND PARKWAY,Hawaii,Honolulu,Honolulu
